Stadt,PCR_pos_N,Inz1,Inz1b,Inz1c,Inz1d,Inz1e,Inz1f,PCR_pos_Hosp,Inz2,N3,Inz3,Inz3c,Inz3d,Inz3e,Inz3f,PCR_pos_Dec,N5,Inz5c,Inz5d,Inz5e,Inz5f,Week,avg_temperature_per_day,max_temp_per_day,min_temp_per_day,max - min temp
Cochem-Zell,473,768.1314697265625,767.545654296875,804.8289794921875,1061.4771728515623,939.8864135742188,435.20782470703125,1,1.622718095779419,0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,1,2022KW16,9.805714285714286,14.528571428571427,4.5,10.028571428571428
KS Koblenz,593,522.9830322265625,522.964599609375,467.7349548339844,486.6837768554688,673.8803100585938,256.47442626953125,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,2022KW16,11.844571428571427,17.84285714285714,4.314285714285715,13.528571428571427
Mayen-Koblenz,1123,522.8460083007811,522.8460083007811,443.3934326171875,475.9817199707031,696.2930908203125,267.40447998046875,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,4,2022KW16,11.844571428571427,17.84285714285714,4.314285714285715,13.528571428571427
Neuwied,1263,689.6702270507812,689.6702270507812,557.799560546875,707.3324584960938,908.3250732421876,369.58245849609375,4,2.1842286586761475,4,2.1842286586761475,0.0,0.0,3.2401607036590576,1.8028413057327268,5,5,0,0,0,5,2022KW16,11.174857142857144,16.1,6.185714285714285,9.914285714285716
Rhein-Hunsruck,667,645.0614624023438,645.0364990234375,701.75439453125,1049.7667236328123,762.6109619140625,341.41241455078125,1,0.9670712351799012,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,3,2022KW16,9.614857142857145,14.142857142857142,4.528571428571428,9.614285714285717
Rhein-Lahn-Kreis,950,775.0419921875,775.0167236328125,687.863037109375,730.3370971679688,1031.8448486328123,405.06719970703125,2,1.6316142082214355,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW16,11.958285714285712,17.5,5.442857142857141,12.057142857142859
Westerwaldkreis,1761,868.2147827148438,868.2147827148438,981.5191650390624,905.0927124023438,1093.529052734375,414.0191955566406,12,5.9162845611572275,5,2.465118646621704,4.421257495880127,0.0,2.847731828689575,1.6898742914199831,7,7,0,0,0,7,2022KW16,9.200571428571427,13.37142857142857,5.342857142857143,8.028571428571428
Alzey-Worms,1230,940.9784545898438,940.7265625,1236.1102294921875,927.4032592773438,1123.8441162109377,496.3503723144531,23,17.590822219848633,0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,1,2,2022KW16,10.327428571428571,15.685714285714289,4.457142857142856,11.22857142857143
Bad Kreuznach,1322,832.7769165039062,832.6981811523438,838.2471923828125,823.9191284179688,1021.6776733398438,532.9341430664061,3,1.8896328210830688,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,2022KW16,11.731428571428573,17.82857142857143,5.0,12.828571428571427
Birkenfeld,833,1030.5579833984377,1000.38427734375,1068.02880859375,1024.940185546875,1327.0548095703125,577.8611450195312,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW16,9.789714285714282,15.185714285714285,3.3571428571428568,11.828571428571427
Mainz-Bingen,1718,812.1971435546875,811.6829223632812,874.3258666992188,907.66064453125,982.2876586914062,459.35821533203125,11,5.197038650512695,3,1.4173741340637207,0.0,0.0,0.0,4.886789321899414,12,11,0,0,0,11,2022KW16,12.174857142857142,17.385714285714286,6.2857142857142865,11.1
KS Mainz,1264,582.1585083007812,581.684326171875,468.4990234375,547.9847412109375,717.9180297851562,291.2909851074219,14,6.442706108093263,5,2.300966501235962,0.0,0.0,3.068025827407837,1.9815714359283447,5,4,0,0,0,4,2022KW16,12.017714285714286,17.057142857142857,5.7857142857142865,11.27142857142857
KS Worms,581,696.1502075195312,696.1502075195312,644.0401000976562,899.3642578125,805.1859130859375,455.6592102050781,21,25.16205596923828,3,3.5945794582366943,0.0,0.0,2.274536609649658,8.597343444824219,4,2,0,0,1,1,2022KW16,11.252571428571427,17.157142857142855,4.314285714285715,12.842857142857142
Bad Durkheim,942,708.2493896484375,708.1002807617188,942.6437377929688,662.7471923828125,876.8342895507812,390.1882629394531,11,8.26868724822998,0,0.0,0.0,0.0,0.0,0.0,11,9,0,0,1,8,2022KW16,11.133142857142856,16.414285714285715,5.128571428571427,11.285714285714288
KS Frankenthal,138,283.0769348144531,283.0769348144531,262.92724609375,223.526123046875,374.0046691894531,150.6849365234375,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,4,2022KW16,11.252571428571427,17.157142857142855,4.314285714285715,12.842857142857142
Germersheim,424,328.6668701171875,328.62103271484375,249.9831085205078,426.0931396484375,376.3211669921875,245.0373077392578,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,0,0,0,6,2022KW16,9.461714285714283,13.442857142857141,5.4,8.042857142857143
KS Landau i.d.Pf.,212,454.1072998046875,454.0878601074219,436.1370849609375,765.22802734375,509.73828125,259.845703125,9,19.277315139770508,5,10.709619522094727,0.0,0.0,3.8040170669555664,32.480712890625,3,3,0,0,1,2,2022KW16,11.501714285714286,15.7,6.885714285714285,8.814285714285715
KS Ludwigshafen,554,321.0533447265625,321.04217529296875,190.3984832763672,230.809326171875,397.4790954589844,248.98776245117188,5,2.8974924087524414,1,0.5794985294342041,0.0,0.0,0.0,2.3269884586334233,6,4,0,0,0,4,2022KW16,11.774285714285714,16.942857142857143,5.442857142857141,11.5
KS Neustadt a.d.W.,459,861.0662841796875,860.9209594726562,1095.080810546875,814.931640625,1049.9886474609377,509.6489868164063,5,9.378223419189453,0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,2,2022KW16,9.461714285714283,13.442857142857141,5.4,8.042857142857143
Rhein-Pfalz-Kreis,574,370.9112548828125,370.90167236328125,182.4716644287109,408.2373352050781,473.2668151855469,265.45315551757807,2,1.2923402786254885,1,0.6461701393127441,0.0,0.0,0.0,2.106771230697632,3,3,0,0,0,3,2022KW16,11.133142857142856,16.414285714285715,5.128571428571427,11.285714285714288
KS Speyer,189,372.4798583984375,372.4431457519531,166.63580322265625,484.2615051269531,466.0045776367188,259.0170288085937,1,1.9705986976623533,1,1.9705986976623533,0.0,0.0,0.0,6.475425720214844,2,2,0,0,0,2,2022KW16,12.175999999999998,17.585714285714285,5.7714285714285705,11.814285714285715
Sudliche Weinstr.,504,454.9434509277344,454.9434509277344,665.642578125,862.9441528320312,510.6886291503906,206.34292602539062,15,13.539983749389648,7,6.3186588287353525,0.0,0.0,5.375669956207275,11.306461334228516,6,5,0,0,0,5,2022KW16,11.133142857142856,16.414285714285715,5.128571428571427,11.285714285714288
Bernkastel-Wittlich,1074,953.099365234375,939.5010375976562,1080.72705078125,1130.4241943359375,1252.587646484375,383.065673828125,4,3.4990727901458736,0,0.0,0.0,0.0,0.0,0.0,11,3,0,0,0,3,2022KW16,9.891428571428571,14.057142857142857,5.485714285714287,8.571428571428571
Bitburg-Prum,430,429.7636413574219,416.2995910644531,325.9050598144531,402.09088134765625,562.3439331054689,236.2587738037109,9,8.713247299194336,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,2022KW16,11.727428571428574,17.12857142857143,5.728571428571428,11.4
Trier-Saarburg,1239,823.0753173828125,822.2887573242188,911.5502319335938,797.0888671875,1020.0577392578124,438.1514587402344,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,2022KW16,11.727428571428574,17.12857142857143,5.728571428571428,11.4
KS Trier,917,828.5595703125,828.1554565429688,714.4819946289062,619.695556640625,1032.3248291015623,431.4063720703125,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2022KW16,11.727428571428574,17.12857142857143,5.728571428571428,11.4
Vulkaneifel,1144,1891.1904296875,1890.8153076171875,1924.6861572265625,2920.04638671875,2295.85888671875,1062.5679931640623,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,2022KW16,9.805714285714286,14.528571428571427,4.5,10.028571428571428
Donnersbergkreis,632,836.6539306640625,828.689453125,906.7516479492188,1033.5479736328123,977.3096313476562,531.9605102539061,4,5.2448697090148935,1,1.3112174272537231,0.0,0.0,0.0,4.290004253387451,8,7,0,0,0,7,2022KW16,9.537714285714287,13.62857142857143,5.242857142857143,8.385714285714284
Kaiserslautern,1066,1002.633544921875,861.532470703125,1185.162353515625,1045.465576171875,1290.6644287109375,446.3870544433594,2,1.616383671760559,0,0.0,0.0,0.0,0.0,0.0,15,9,0,0,0,9,2022KW16,10.373142857142854,16.271428571428572,3.3000000000000003,12.971428571428573
KS Kaiserslautern,705,707.3909912109375,664.06689453125,561.0369262695311,780.3121337890625,858.52392578125,437.2427978515625,2,1.8838777542114256,0,0.0,0.0,0.0,0.0,0.0,18,7,0,0,1,6,2022KW16,10.373142857142854,16.271428571428572,3.3000000000000003,12.971428571428573
Kusel,680,969.9736328125,920.4488525390624,1160.1241455078125,1191.454345703125,1199.417724609375,528.2440185546875,2,2.707202434539795,0,0.0,0.0,0.0,0.0,0.0,4,3,0,0,1,2,2022KW16,10.887428571428574,14.985714285714286,6.171428571428572,8.814285714285715
KS Pirmasens,164,408.2038879394531,408.0718688964844,216.97203063964844,394.831298828125,503.3301086425781,331.5405578613281,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,3,2022KW16,10.847999999999999,15.071428571428573,6.142857142857142,8.928571428571429
Sudwestpfalz,535,563.6800537109375,556.6828002929689,692.7644653320312,528.930908203125,717.5752563476562,316.1670837402344,1,1.0405285358428955,0,0.0,0.0,0.0,0.0,0.0,6,4,0,0,0,4,2022KW16,10.847999999999999,15.071428571428573,6.142857142857142,8.928571428571429
KS Zweibrucken,161,473.5154724121094,473.25103759765625,428.81646728515625,441.4125061035156,577.6673583984375,327.1028137207031,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,0,2,2022KW16,10.705142857142857,15.842857142857142,5.442857142857141,10.4
Ahrweiler,811,621.5559692382812,621.5559692382812,516.1759643554689,798.9347534179688,818.3836059570312,319.8841857910156,12,9.196882247924805,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,2022KW17,9.551428571428572,13.871428571428574,5.685714285714285,8.185714285714285
Altenkirchen,1095,848.26513671875,848.26513671875,707.3324584960938,964.4982299804688,1076.4967041015623,490.0218200683594,8,6.197370529174805,4,3.0986852645874023,0.0,0.0,1.522626280784607,7.61691951751709,4,2,0,0,1,1,2022KW17,8.799428571428571,13.3,4.9,8.4
Cochem-Zell,677,1099.4185791015623,1098.580078125,720.9926147460938,1702.786376953125,1439.2010498046875,567.2371826171875,1,1.622718095779419,1,1.622718095779419,0.0,0.0,0.0,4.889975547790527,1,1,0,0,0,1,2022KW17,6.870285714285713,10.857142857142856,3.5142857142857142,7.3428571428571425
KS Koblenz,793,699.3685302734375,699.3438720703125,632.308349609375,1013.924560546875,848.3529052734375,359.6897277832031,4,3.527585744857788,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW17,10.063999999999998,14.571428571428571,5.7714285714285705,8.799999999999997
Mayen-Koblenz,1612,750.5144653320312,750.5144653320312,472.9530029296875,1252.58349609375,923.5617065429688,432.7933654785156,20,9.311594009399414,3,1.39673912525177,0.0,0.0,0.9054526090621948,3.0913813114166264,3,3,0,0,0,3,2022KW17,10.063999999999998,14.571428571428571,5.7714285714285705,8.799999999999997
Neuwied,1309,714.7888793945312,714.7888793945312,456.8186340332031,931.4378051757812,935.326416015625,387.6108703613281,13,7.098743438720702,2,1.0921143293380735,9.617234230041504,0.0,0.0,0.0,7,6,0,0,0,6,2022KW17,8.409714285714285,12.4,4.828571428571427,7.571428571428572
Rhein-Hunsruck,660,638.2916870117188,638.2670288085938,755.7354736328125,842.4053955078125,760.6900024414062,353.7155456542969,1,0.9670712351799012,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW17,7.761142857142858,11.614285714285714,4.3,7.314285714285715
Rhein-Lahn-Kreis,997,813.3861694335938,813.3596801757812,512.0758056640625,1044.94384765625,1015.6717529296876,539.2296142578125,5,4.07903528213501,2,1.6316142082214355,0.0,0.0,0.0,5.1600918769836435,1,1,0,0,0,1,2022KW17,10.314285714285717,14.514285714285714,6.514285714285713,8.0
Westerwaldkreis,1999,985.5543823242188,985.5543823242188,747.1925048828125,1217.4134521484375,1271.98681640625,505.27239990234375,14,6.902331829071045,4,1.9720948934555051,0.0,0.0,1.8984878063201904,3.3797485828399663,5,5,0,0,0,5,2022KW17,7.2937142857142865,10.62857142857143,4.514285714285714,6.114285714285713
Alzey-Worms,1528,1168.955322265625,1168.6424560546875,966.532958984375,1595.532470703125,1411.4420166015625,700.7299194335938,27,20.650094985961914,0,0.0,0.0,0.0,0.0,0.0,8,2,0,0,0,2,2022KW17,9.301714285714283,13.571428571428573,5.0,8.571428571428571
Bad Kreuznach,1814,1142.7059326171875,1142.5980224609375,913.400390625,1367.535888671875,1407.4771728515625,748.5029907226562,12,7.558531284332275,2,1.259755253791809,5.781014919281006,0.0,0.0,1.9960080385208132,2,2,0,0,0,2,2022KW17,10.273142857142858,15.014285714285714,5.7,9.314285714285717
Birkenfeld,841,1040.455322265625,1009.9918212890624,859.066650390625,1229.92822265625,1397.5625,525.3283081054689,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW17,7.949714285714286,12.985714285714286,3.2,9.785714285714286
Mainz-Bingen,2100,992.7904663085938,992.1619262695312,988.7236328125,1373.5931396484375,1180.2113037109375,558.722900390625,22,10.39407730102539,4,1.8898322582244875,0.0,0.0,0.9163131117820741,4.886789321899414,9,8,0,0,0,8,2022KW17,10.314285714285717,14.514285714285714,6.514285714285713,8.0
KS Mainz,2211,1018.3168334960938,1017.4873657226562,611.2796630859375,1146.441650390625,1254.0555419921875,554.8399658203125,23,10.584444999694824,9,4.141739368438722,0.0,0.0,0.7670064568519592,15.852571487426758,5,4,0,0,0,4,2022KW17,10.045142857142856,14.642857142857142,5.014285714285714,9.62857142857143
KS Worms,811,971.734619140625,971.734619140625,766.71435546875,1116.4521484375,1148.6409912109375,683.4888305664062,18,21.567476272583008,1,1.198193073272705,0.0,0.0,0.0,4.2986717224121085,7,2,0,0,1,1,2022KW17,10.188571428571429,15.171428571428573,5.314285714285715,9.857142857142858
Bad Durkheim,1122,843.5836791992188,843.4061279296875,688.8550415039062,1229.2891845703125,1081.277587890625,451.7969055175781,13,9.772085189819336,0,0.0,0.0,0.0,0.0,0.0,9,8,0,0,1,7,2022KW17,10.363428571428573,14.814285714285715,6.2285714285714295,8.585714285714285
KS Frankenthal,208,426.6666564941406,426.6666564941406,192.81332397460938,447.05224609375,567.039306640625,273.9725952148437,3,6.153846263885497,1,2.0512821674346924,0.0,0.0,0.0,6.849315166473389,3,3,0,0,0,3,2022KW17,10.188571428571429,15.171428571428573,5.314285714285715,9.857142857142858
Germersheim,1321,1023.9833984375,1023.8405151367188,932.3694458007812,1501.4710693359375,1167.18359375,663.5280151367188,11,8.525546073913574,11,8.525546073913574,20.26889991760254,0.0,0.0,22.02582550048828,4,4,0,0,0,4,2022KW17,8.090285714285713,11.857142857142858,5.0,6.8571428571428585
KS Landau i.d.Pf.,212,454.1072998046875,454.0878601074219,456.905517578125,520.3550415039061,547.7784423828125,235.4851837158203,10,21.419239044189453,4,8.567695617675781,20.7684326171875,0.0,3.8040170669555664,16.2403564453125,3,3,0,0,1,2,2022KW17,10.408571428571431,13.814285714285715,7.1571428571428575,6.6571428571428575
KS Ludwigshafen,597,345.9726257324219,345.9606018066406,108.79913330078124,335.0457763671875,446.3668823242188,251.3147430419922,2,1.1589970588684082,2,1.1589970588684082,0.0,0.0,2.1255567073822017,0.0,8,5,0,0,0,5,2022KW17,10.348571428571429,15.285714285714285,5.385714285714287,9.9
KS Neustadt a.d.W.,443,831.0509033203125,830.91064453125,451.9381103515625,1104.1009521484377,1080.423095703125,521.1017456054689,11,20.6320915222168,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,2022KW17,8.090285714285713,11.857142857142858,5.0,6.8571428571428585
Rhein-Pfalz-Kreis,604,390.2968444824219,390.2867736816406,210.11888122558597,544.31640625,520.593505859375,208.5703430175781,5,3.2308506965637207,5,3.2308506965637207,5.529444217681885,0.0,1.2790994644165041,6.320313453674316,2,2,0,0,0,2,2022KW17,10.363428571428573,14.814285714285715,6.2285714285714295,8.585714285714285
KS Speyer,200,394.1585693359375,394.1197204589844,259.21124267578125,484.2615051269531,439.2666015625,343.19757080078125,2,3.941197395324707,2,3.941197395324707,0.0,0.0,0.0,12.950851440429688,1,1,0,0,0,1,2022KW17,10.719428571428574,15.585714285714287,6.328571428571428,9.257142857142854
Sudliche Weinstr.,710,640.892578125,640.892578125,878.9895629882812,1078.68017578125,743.6343383789062,302.4478454589844,15,13.539983749389648,7,6.3186588287353525,0.0,0.0,3.5837798118591313,14.133076667785645,5,5,0,0,0,5,2022KW17,10.363428571428573,14.814285714285715,6.2285714285714295,8.585714285714285
Bernkastel-Wittlich,947,840.3958129882812,828.4054565429688,704.1100463867188,1239.820068359375,1071.8922119140623,419.9534606933594,10,8.747681617736816,2,1.7495363950729368,0.0,0.0,0.0,5.675046920776367,12,4,0,0,0,4,2022KW17,7.924571428571428,12.014285714285714,4.328571428571428,7.685714285714287
Bitburg-Prum,448,447.75372314453125,433.72607421875,308.2885437011719,522.7181396484375,556.6251831054689,284.9002990722656,9,8.713247299194336,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,3,2022KW17,9.409142857142855,14.457142857142859,4.814285714285715,9.642857142857142
Trier-Saarburg,1520,1009.745361328125,1008.7803955078124,776.2879028320312,1403.569580078125,1284.611328125,498.1090393066406,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,2022KW17,9.409142857142855,14.457142857142859,4.814285714285715,9.642857142857142
KS Trier,962,869.219482421875,868.7955932617188,613.7217407226562,835.2418212890625,1099.3193359375,416.4009399414063,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2022KW17,9.409142857142855,14.457142857142859,4.814285714285715,9.642857142857142
Vulkaneifel,799,1320.857666015625,1320.595703125,1037.6568603515623,1552.7230224609375,1671.8389892578125,835.2278442382812,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,2022KW17,6.870285714285713,10.857142857142856,3.5142857142857142,7.3428571428571425
Donnersbergkreis,790,1045.8173828125,1035.86181640625,796.4710083007812,1304.6424560546875,1294.345703125,660.66064453125,8,10.489739418029783,0,0.0,0.0,0.0,0.0,0.0,6,4,0,0,0,4,2022KW17,8.154857142857143,11.828571428571427,4.942857142857143,6.885714285714285
Kaiserslautern,1501,1411.7757568359375,1213.095947265625,1231.3375244140625,1847.7996826171875,1884.9000244140625,598.2826538085938,10,8.081918716430664,2,1.616383671760559,0.0,0.0,1.8924698829650881,3.099910020828247,11,5,0,0,0,5,2022KW17,9.187999999999999,14.157142857142857,4.5285714285714285,9.62857142857143
KS Kaiserslautern,1161,1164.9375,1093.591064453125,715.8057861328125,1500.6002197265625,1477.1661376953125,617.283935546875,13,12.245205879211426,1,0.9419388771057128,0.0,0.0,0.0,3.674309253692627,13,8,0,0,0,8,2022KW17,9.187999999999999,14.157142857142857,4.5285714285714285,9.62857142857143
Kusel,630,898.6520385742188,852.768798828125,607.0416870117188,1068.200439453125,1222.7073974609375,481.3836669921875,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,2,2022KW17,9.165714285714284,12.914285714285713,5.628571428571428,7.2857142857142865
KS Pirmasens,341,848.7654418945312,848.4909057617188,554.4840698242189,1292.1751708984375,976.1553955078124,663.0811157226562,1,2.488243103027344,0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,4,2022KW17,9.11542857142857,13.085714285714287,4.885714285714285,8.2
Sudwestpfalz,1262,1329.6527099609375,1313.1470947265625,857.7083740234375,1426.5106201171875,1786.4410400390625,793.457763671875,6,6.243171691894531,1,1.0405285358428955,0.0,0.0,0.0,3.0400681495666504,7,4,0,0,0,4,2022KW17,9.11542857142857,13.085714285714287,4.885714285714285,8.2
KS Zweibrucken,361,1061.7335205078123,1061.1405029296877,485.99200439453125,1203.852294921875,1449.945068359375,588.7850341796875,2,5.878894805908202,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2022KW17,9.357714285714287,14.214285714285715,4.928571428571429,9.285714285714286
Ahrweiler,612,469.0409851074219,469.0409851074219,472.555419921875,454.9489440917969,591.825439453125,284.8603820800781,7,5.364848136901856,0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,1,2022KW18,7.562,12.325,3.8,8.525
Altenkirchen,733,567.8341064453125,567.8341064453125,399.1876220703125,615.63720703125,718.6795654296875,365.6121520996094,7,5.422699451446533,0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,0,1,2022KW18,6.311,10.0,2.2750000000000004,7.725
Cochem-Zell,502,815.2261962890625,814.6044921875,871.8980712890625,1525.87353515625,1041.0548095703123,303.1784973144531,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW18,5.127999999999999,8.775,1.65,7.124999999999999
KS Koblenz,510,449.7830505371094,449.7671813964844,285.8380126953125,554.2787475585939,581.0416870117188,228.3247833251953,4,3.527585744857788,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW18,7.372999999999998,11.975,2.85,9.125
Mayen-Koblenz,964,448.8188171386719,448.8188171386719,337.8235778808594,582.4512939453125,555.9479370117189,273.58724975585943,8,3.724637508392334,2,0.9311593770980836,0.0,0.0,0.0,3.0913813114166264,2,2,0,0,0,2,2022KW18,7.372999999999998,11.975,2.85,9.125
Neuwied,707,386.06243896484375,386.06243896484375,221.1963806152344,385.1810302734375,501.1448669433594,256.00344848632807,4,2.1842286586761475,3,1.6381715536117554,0.0,0.0,1.0800535678863523,3.6056826114654537,4,4,0,0,0,4,2022KW18,6.2639999999999985,9.85,2.525,7.325
Rhein-Hunsruck,774,748.5420532226562,748.5131225585938,1097.6158447265623,725.7646484375,879.7879028320312,424.4586486816406,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW18,4.933,7.800000000000002,2.2,5.6000000000000005
Rhein-Lahn-Kreis,663,540.8977661132811,540.8800659179689,512.0758056640625,831.460693359375,672.8016967773438,273.48486328125,5,4.07903528213501,2,1.6316142082214355,0.0,0.0,0.0,5.1600918769836435,2,2,0,0,0,2,2022KW18,7.569000000000001,10.8,4.575,6.225
Westerwaldkreis,1339,660.1587524414062,660.1587524414062,552.6571655273439,879.59716796875,816.3497924804688,365.0128479003906,15,7.395355701446532,11,5.423260688781738,0.0,0.0,2.847731828689575,13.518994331359865,4,4,0,0,0,4,2022KW18,4.585,7.275,1.7000000000000002,5.574999999999998
Alzey-Worms,460,351.91064453125,351.8164367675781,289.3023986816406,428.7993469238281,401.1622009277344,268.082275390625,21,16.061185836791992,4,3.0592734813690186,0.0,0.0,1.4748610258102417,7.9628400802612305,8,4,0,0,0,4,2022KW18,6.364000000000001,10.125,3.1,7.025
Bad Kreuznach,1120,705.5296020507812,705.4629516601562,589.66357421875,1019.2814331054688,854.5397338867188,435.1297302246094,14,8.818286895751953,1,0.6298776268959045,0.0,0.0,0.0,1.9960080385208132,1,1,0,0,0,1,2022KW18,7.249,10.85,3.45,7.4
Birkenfeld,315,389.706787109375,378.2965698242188,475.9693603515625,495.38775634765625,480.9629211425781,202.62664794921875,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW18,4.588000000000001,8.2,1.3,6.9
Mainz-Bingen,1307,617.8938598632812,617.502685546875,731.3286743164062,956.0692138671876,698.2305908203125,338.8173828125,8,3.779664516448975,3,1.4173741340637207,0.0,0.0,0.9163131117820741,3.257859468460083,6,5,0,0,0,5,2022KW18,7.569000000000001,10.8,4.575,6.225
KS Mainz,1012,466.0952453613281,465.7156066894531,450.65142822265625,569.6156616210938,544.5745849609375,241.751708984375,7,3.2213530540466313,2,0.9203865528106691,0.0,0.0,0.7670064568519592,1.9815714359283447,2,2,0,0,0,2,2022KW18,7.417999999999998,10.975,3.65,7.325
KS Worms,240,287.56634521484375,287.56634521484375,255.5714569091797,387.6570129394531,348.00408935546875,159.0508575439453,7,8.387351989746094,2,2.39638614654541,0.0,15.506279945373535,0.0,4.2986717224121085,7,2,0,0,1,1,2022KW18,7.013999999999999,10.55,3.6,6.95
Bad Durkheim,695,522.5406494140625,522.4306640625,543.8329467773439,716.1945190429688,661.7903442382812,264.68911743164057,11,8.26868724822998,0,0.0,0.0,0.0,0.0,0.0,8,7,0,0,1,6,2022KW18,7.2109999999999985,10.325,4.074999999999998,6.25
KS Frankenthal,183,375.3846130371094,375.3846130371094,245.39877319335938,586.756103515625,450.4142150878906,246.57534790039062,1,2.0512821674346924,1,2.0512821674346924,0.0,0.0,0.0,6.849315166473389,3,3,0,0,0,3,2022KW18,7.013999999999999,10.55,3.6,6.95
Germersheim,797,617.8007202148438,617.7145385742188,608.0670166015625,831.8961181640625,727.6522827148438,357.9196472167969,3,2.325148820877075,3,2.325148820877075,0.0,0.0,1.4700045585632324,5.50645637512207,5,5,0,0,0,5,2022KW18,3.83,6.4,1.9,4.5
KS Landau i.d.Pf.,176,376.9947509765625,376.9786071777344,166.1474609375,520.3550415039061,494.522216796875,170.5237579345703,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1,2,2022KW18,6.636,9.425,4.4,5.025
KS Ludwigshafen,503,291.4978942871094,291.48773193359375,154.13209533691406,297.8184814453125,351.7796325683594,228.04486083984372,1,0.5794985294342041,0,0.0,0.0,0.0,0.0,0.0,8,4,0,0,0,4,2022KW18,6.819000000000001,10.375,3.25,7.125
KS Neustadt a.d.W.,275,515.889404296875,515.8023071289061,417.17364501953125,657.2029418945312,566.8416748046875,440.9322509765625,3,5.626934051513672,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2022KW18,3.83,6.4,1.9,4.5
Rhein-Pfalz-Kreis,619,399.9896545410156,399.97930908203125,304.11944580078125,471.7409057617188,497.5697021484375,259.13284301757807,2,1.2923402786254885,2,1.2923402786254885,0.0,0.0,1.2790994644165041,2.106771230697632,3,3,0,0,0,3,2022KW18,7.2109999999999985,10.325,4.074999999999998,6.25
KS Speyer,213,419.7788696289063,419.7375183105469,203.66598510742188,645.6820068359375,492.7425537109375,317.2958679199219,2,3.941197395324707,2,3.941197395324707,0.0,0.0,3.8197097778320312,6.475425720214844,1,1,0,0,0,1,2022KW18,7.344000000000001,10.875,4.175,6.699999999999998
Sudliche Weinstr.,385,347.5262451171875,347.5262451171875,460.8294982910156,482.2334899902344,404.9671325683594,189.38323974609372,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,0,4,2022KW18,7.2109999999999985,10.325,4.074999999999998,6.25
Bernkastel-Wittlich,445,394.9061584472656,389.2718505859375,352.0550231933594,474.0488586425781,512.2627563476561,201.4641571044922,11,9.62244987487793,7,6.123377323150635,0.0,0.0,0.0,19.86266326904297,10,4,0,0,0,4,2022KW18,4.698,7.65,1.925,5.725
Bitburg-Prum,386,385.7878112792969,373.70147705078125,369.9462585449219,415.493896484375,455.5939025878906,257.10513305664057,2,1.936277151107788,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2022KW18,6.2360000000000015,9.95,2.875,7.075
Trier-Saarburg,717,476.3075256347656,475.8523254394531,329.3342590332031,580.4886474609375,592.701904296875,295.17572021484375,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2022KW18,6.2360000000000015,9.95,2.875,7.075
